month,ISPU_PM25_OBS,ISPU_PM25_MOD,ISPU_CO_OBS,ISPU_CO_MOD,ISPU_NO2_OBS,ISPU_NO2_MOD,ISPU_SO2_OBS,ISPU_SO2_MOD
2014-01,43.8,35.86,11.1,11.13,0.39,0.46,0.84,1.69
2014-02,25.17,29.13,15.59,13.41,0.64,0.62,2.56,2.67
2014-03,27.0,26.69,14.38,14.42,0.67,0.68,2.85,3.62
2014-04,20.49,21.19,14.87,14.52,0.78,0.77,1.7,2.24
2014-05,20.4,20.83,12.06,12.22,0.9,0.84,0.77,0.95
2014-06,29.34,23.27,12.28,12.08,0.86,0.82,0.55,0.83
2014-07,34.57,30.71,14.4,12.89,0.7,0.66,0.56,0.71
2014-08,27.89,26.38,11.68,12.27,0.78,0.71,0.68,0.89
2014-09,45.67,37.87,17.58,15.78,0.75,0.7,0.55,0.73
2014-10,55.35,51.78,31.91,30.17,0.92,0.85,1.4,1.42
2014-11,23.19,23.64,17.19,15.68,0.92,0.84,1.9,2.31
2014-12,23.1,21.48,15.44,14.26,0.85,0.78,2.07,2.43
2015-01,25.34,26.79,16.63,14.33,0.76,0.72,3.64,4.17
2015-02,29.49,29.26,14.92,13.99,0.75,0.74,4.64,4.88
2015-03,30.31,30.3,15.93,14.18,0.86,0.82,5.02,5.34
2015-04,19.95,22.12,13.66,13.67,0.94,0.9,2.14,2.72
2015-05,19.76,20.41,13.12,12.75,0.88,0.83,0.68,1.07
2015-06,26.35,22.51,11.45,11.86,0.88,0.83,0.86,0.96
2015-07,32.07,31.99,10.58,10.83,0.62,0.61,0.58,0.66
2015-08,53.49,45.73,14.62,14.47,0.67,0.65,0.78,0.83
2015-09,76.16,65.37,40.48,35.37,0.86,0.79,1.08,1.09
2015-10,72.16,63.18,47.72,40.95,0.92,0.85,1.21,1.25
2015-11,20.13,24.02,18.98,16.39,0.92,0.86,2.02,2.3
2015-12,20.99,25.73,16.27,14.68,0.63,0.65,3.06,3.84
2016-01,18.99,27.68,16.76,13.89,0.69,0.71,3.85,4.66
2016-02,22.67,28.57,15.95,13.78,0.72,0.73,4.51,5.11
2016-03,21.28,22.57,17.05,14.45,0.98,0.92,2.41,2.98
2016-04,16.15,19.37,14.37,13.22,0.91,0.9,0.66,1.12
2016-05,20.03,21.76,13.68,12.33,1.15,1.04,0.6,0.69
2016-06,22.45,21.92,12.31,11.95,0.97,0.89,0.65,0.83
2016-07,23.8,23.18,10.72,11.77,0.81,0.77,0.6,0.85
2016-08,34.63,29.56,11.06,11.4,0.7,0.67,0.55,0.64
2016-09,24.05,22.93,11.65,11.55,0.92,0.83,0.66,0.84
2016-10,25.06,22.91,13.4,12.74,1.09,0.93,0.98,1.15
2016-11,20.72,24.37,14.18,13.82,0.9,0.84,3.3,3.33
2016-12,15.98,22.07,14.62,14.34,0.71,0.7,1.93,2.45
2017-01,21.87,23.6,16.17,14.79,0.68,0.66,2.01,2.98
