month,ISPU_PM25_OBS,ISPU_PM25_MOD,ISPU_CO_OBS,ISPU_CO_MOD,ISPU_NO2_OBS,ISPU_NO2_MOD,ISPU_SO2_OBS,ISPU_SO2_MOD
2014-01,22.53,38.72,22.04,23.54,0.68,0.64,0.51,0.51
2014-02,40.84,46.54,24.84,25.56,0.72,0.73,0.4,0.39
2014-03,22.83,24.95,18.29,18.07,0.78,0.78,0.49,0.46
2014-04,23.16,21.65,12.04,12.08,0.93,0.9,0.4,0.39
2014-05,24.01,23.2,9.5,9.91,0.97,0.92,0.33,0.34
2014-06,34.99,33.49,8.2,8.49,0.78,0.77,0.38,0.36
2014-07,29.95,30.27,7.51,7.74,0.61,0.6,0.34,0.36
2014-08,38.68,36.33,6.89,7.65,0.61,0.63,0.41,0.4
2014-09,32.52,30.67,8.93,9.0,0.69,0.7,0.47,0.47
2014-10,35.63,36.61,13.23,12.97,0.75,0.75,0.5,0.52
2014-11,25.85,26.34,15.07,15.09,0.84,0.84,0.4,0.42
2014-12,23.33,22.55,15.6,14.78,0.91,0.87,0.29,0.3
2015-01,29.67,29.51,13.72,12.85,0.65,0.64,0.4,0.39
2015-02,23.56,24.91,15.83,14.55,0.81,0.75,0.38,0.36
2015-03,22.28,24.27,15.31,14.93,0.91,0.87,0.41,0.4
2015-04,22.13,22.36,12.32,12.04,1.04,0.97,0.42,0.4
2015-05,24.31,24.45,9.13,9.13,0.91,0.84,0.36,0.36
2015-06,25.78,25.07,7.46,8.14,0.75,0.73,0.41,0.41
2015-07,28.01,27.85,7.38,7.9,0.62,0.63,0.36,0.38
2015-08,23.8,26.51,7.63,7.81,0.61,0.62,0.36,0.38
2015-09,24.83,26.91,11.2,10.73,0.73,0.7,0.56,0.54
2015-10,,49.27,15.65,14.97,0.65,0.61,0.28,0.29
2015-11,23.66,25.06,20.83,19.38,0.87,0.83,0.58,0.53
2015-12,29.24,28.94,18.71,17.0,0.72,0.67,0.44,0.4
