month,ISPU_PM25_OBS,ISPU_PM25_MOD,ISPU_CO_OBS,ISPU_CO_MOD,ISPU_NO2_OBS,ISPU_NO2_MOD,ISPU_SO2_OBS,ISPU_SO2_MOD
2014-01,10.3,10.81,13.9,12.22,0.46,0.48,0.47,0.52
2014-02,15.73,16.08,11.95,11.34,0.53,0.5,0.53,0.53
2014-03,18.51,19.05,11.26,11.08,0.55,0.52,0.53,0.49
2014-04,24.21,22.35,12.25,11.63,0.72,0.69,0.61,0.54
2014-05,14.09,14.83,10.85,10.17,0.99,0.9,0.44,0.42
2014-06,14.76,16.27,10.0,9.6,0.89,0.86,0.36,0.36
2014-07,22.75,21.04,9.98,10.13,0.77,0.74,0.38,0.36
2014-08,15.39,15.2,9.43,9.51,0.82,0.78,0.57,0.56
2014-09,21.79,23.64,8.84,9.22,0.73,0.7,0.25,0.29
2014-10,30.4,32.45,15.41,14.22,0.73,0.7,0.37,0.31
2014-11,9.31,12.54,11.72,11.09,0.85,0.77,0.48,0.43
2014-12,8.8,12.74,12.94,11.51,0.79,0.71,0.54,0.46
2015-01,15.12,15.7,12.97,11.73,0.62,0.56,0.59,0.53
2015-02,21.09,19.5,13.13,11.67,0.64,0.58,0.5,0.46
2015-03,16.88,17.24,11.6,10.66,0.69,0.6,0.49,0.44
2015-04,16.23,16.41,10.73,9.44,0.83,0.75,0.61,0.53
2015-05,17.58,17.11,10.75,9.64,0.84,0.74,0.5,0.43
2015-06,17.23,19.46,9.95,9.2,0.91,0.82,0.38,0.36
2015-07,13.06,13.21,9.24,9.08,0.72,0.64,0.48,0.42
2015-08,18.9,18.61,10.2,9.6,0.74,0.69,0.53,0.51
2015-09,18.94,18.34,12.3,10.75,0.73,0.67,0.56,0.49
2015-10,28.73,27.37,18.81,16.03,0.7,0.64,0.49,0.43
2015-11,11.26,13.36,16.26,13.49,0.79,0.68,0.5,0.4
2015-12,14.2,14.54,14.86,12.98,0.56,0.51,0.58,0.55
2016-01,13.01,13.43,15.53,13.05,0.61,0.53,0.57,0.51
2016-02,14.74,14.32,14.03,12.02,0.56,0.51,0.59,0.51
2016-03,16.94,16.35,14.04,12.45,0.84,0.73,0.47,0.42
2016-04,11.41,11.69,13.03,11.12,0.99,0.86,0.51,0.42
2016-05,12.12,14.43,11.45,9.94,1.12,0.95,0.3,0.26
2016-06,15.1,16.37,10.15,8.99,0.97,0.88,0.59,0.57
2016-07,16.53,15.94,9.81,9.14,0.89,0.81,0.48,0.47
2016-08,14.73,14.86,8.73,8.54,0.81,0.75,0.55,0.51
2016-09,13.49,15.48,8.93,9.1,0.93,0.87,0.38,0.37
2016-10,16.71,16.59,9.88,9.23,1.0,0.89,0.4,0.39
2016-11,18.16,21.2,10.51,9.53,0.71,0.7,0.52,0.52
2016-12,12.98,15.91,11.79,10.95,0.71,0.65,0.33,0.37
2017-01,15.15,16.24,12.6,11.33,0.61,0.56,0.64,0.56
2017-02,17.54,15.88,12.36,11.45,0.63,0.58,0.49,0.48
2017-03,13.18,14.91,11.97,10.99,0.76,0.7,0.52,0.47
2017-04,16.5,16.19,13.76,11.87,0.87,0.75,0.37,0.35
2017-05,13.45,14.77,11.85,10.72,1.05,0.93,0.43,0.39
2017-06,12.82,15.44,10.51,9.88,0.96,0.89,0.31,0.33
2017-07,16.54,20.28,9.91,9.71,0.83,0.77,0.32,0.33
2017-08,13.12,15.74,9.66,9.32,0.74,0.68,0.44,0.42
2017-09,14.97,15.76,9.49,9.13,0.75,0.7,0.43,0.46
2017-10,14.76,16.59,10.52,9.73,0.75,0.7,0.36,0.36
2017-11,14.37,15.43,13.71,12.01,0.91,0.8,0.41,0.35
2017-12,17.84,19.67,12.02,11.35,0.64,0.64,0.27,0.3
2018-01,11.14,12.58,12.1,11.25,0.66,0.6,0.49,0.48
2018-02,18.14,19.07,12.64,11.89,0.59,0.56,0.38,0.41
2018-03,22.14,21.34,11.36,11.05,0.61,0.58,0.37,0.37
2018-04,18.68,20.87,10.81,10.7,0.72,0.67,0.33,0.35
2018-05,15.14,19.82,9.92,9.76,0.98,0.86,0.24,0.26
2018-06,13.92,16.63,10.3,9.28,1.02,0.9,0.41,0.41
2018-07,16.1,17.06,9.48,9.49,0.88,0.85,0.37,0.4
2018-08,18.8,21.18,9.69,9.72,0.78,0.73,0.32,0.34
2018-09,21.21,24.32,9.81,9.99,0.74,0.71,0.23,0.26
2018-10,24.61,28.03,11.89,11.0,0.82,0.75,0.45,0.42
2018-11,18.28,22.57,11.75,11.02,0.8,0.74,0.27,0.31
