month,ISPU_PM25_OBS,ISPU_PM25_MOD,ISPU_CO_OBS,ISPU_CO_MOD,ISPU_NO2_OBS,ISPU_NO2_MOD,ISPU_SO2_OBS,ISPU_SO2_MOD
2014-01,49.57,41.44,9.59,10.38,0.51,0.6,0.4,0.52
2014-02,54.41,54.65,25.09,24.53,1.0,1.07,0.76,0.97
2014-03,54.66,55.6,27.53,26.27,1.27,1.29,1.11,1.22
2014-04,54.36,,16.2,15.33,1.65,1.55,2.24,2.39
2014-05,53.23,51.32,11.62,12.48,1.5,1.54,2.33,2.66
2014-06,61.83,56.05,11.4,10.46,1.44,1.47,3.16,3.25
2014-07,58.19,55.68,11.62,11.02,1.37,1.42,4.69,4.84
2014-08,56.42,54.62,10.13,10.23,1.22,1.35,4.21,4.68
2014-09,64.38,61.41,12.4,11.79,1.21,1.27,4.31,4.46
2014-10,73.77,72.35,23.54,22.66,1.48,1.55,5.24,5.43
2014-11,59.97,57.89,29.97,28.36,1.72,1.79,3.63,3.92
2014-12,,47.17,16.07,15.07,1.53,1.5,1.62,1.91
2015-01,49.77,43.92,12.3,11.58,0.91,0.97,1.0,1.21
2015-02,46.66,39.56,15.53,14.37,1.14,1.14,0.98,1.24
2015-03,,43.24,16.04,14.97,1.3,1.31,1.28,1.54
2015-04,47.32,42.68,15.49,14.34,1.59,1.51,1.49,1.93
2015-05,54.79,53.66,11.22,11.88,1.46,1.56,2.8,3.32
2015-06,54.06,52.38,9.98,10.43,1.41,1.48,4.2,4.46
2015-07,53.37,51.87,9.87,10.31,1.11,1.26,3.73,4.3
2015-08,52.87,53.07,10.91,10.58,1.25,1.36,4.63,5.15
2015-09,59.42,58.49,19.85,18.57,1.34,1.43,5.25,5.56
2015-10,70.2,70.77,32.78,31.74,1.17,1.27,3.49,4.09
2015-11,57.04,56.31,28.91,26.67,1.44,1.5,3.62,3.74
2015-12,,41.33,19.16,17.45,1.13,1.15,1.29,1.47
2016-01,40.11,32.9,21.89,18.66,1.24,1.26,1.34,1.35
2016-02,32.31,30.9,18.98,16.27,1.21,1.15,1.0,1.14
2016-03,35.91,31.73,18.45,16.16,1.39,1.29,1.1,1.34
2016-04,,41.17,15.01,13.85,1.61,1.47,1.41,1.72
2016-05,54.69,51.81,13.12,12.89,1.65,1.62,2.33,2.71
2016-06,53.19,,12.3,12.36,1.63,1.63,2.78,3.25
2016-07,55.86,52.41,10.13,11.32,1.4,1.51,2.61,3.13
2016-08,55.75,52.74,10.9,11.11,1.46,1.52,3.72,4.1
2016-09,47.73,45.42,12.51,11.62,1.61,1.5,3.2,3.43
2016-10,51.09,41.46,15.8,14.6,1.72,1.58,2.13,2.5
