month,ISPU_PM25_OBS,ISPU_PM25_MOD,ISPU_CO_OBS,ISPU_CO_MOD,ISPU_NO2_OBS,ISPU_NO2_MOD,ISPU_SO2_OBS,ISPU_SO2_MOD
2014-01,40.23,33.09,18.34,13.98,0.49,0.44,0.9,0.87
2014-02,34.34,32.77,17.59,16.34,0.54,0.52,0.37,0.38
2014-03,16.29,18.44,14.96,13.66,0.71,0.68,0.47,0.42
2014-04,14.87,16.92,11.9,11.67,0.92,0.9,0.36,0.34
2014-05,25.32,25.7,9.05,8.64,0.82,0.77,0.22,0.22
2014-06,33.03,32.88,7.71,7.27,0.7,0.67,0.32,0.3
2014-07,32.39,33.81,7.32,7.04,0.58,0.56,0.27,0.3
2014-08,40.81,39.09,6.79,6.65,0.59,0.56,0.35,0.35
2014-09,32.87,33.51,8.05,7.31,0.61,0.59,0.32,0.33
2014-10,37.49,38.56,12.76,11.86,0.67,0.65,0.37,0.38
2014-11,25.89,25.75,14.4,13.89,0.78,0.77,0.3,0.32
2014-12,15.41,18.43,14.22,13.06,0.91,0.85,0.26,0.26
2015-01,28.18,25.89,12.1,11.52,0.58,0.59,0.32,0.32
2015-02,22.98,24.74,12.6,11.69,0.69,0.66,0.35,0.36
2015-03,23.79,24.2,13.24,12.11,0.78,0.73,0.37,0.36
2015-04,17.02,19.61,12.04,11.57,0.94,0.89,0.32,0.29
2015-05,25.18,28.22,8.72,8.39,0.81,0.75,0.27,0.28
2015-06,30.89,31.81,7.35,7.45,0.67,0.67,0.32,0.33
2015-07,32.04,32.2,7.66,7.42,0.59,0.58,0.29,0.31
2015-08,29.75,33.9,7.78,7.34,0.56,0.56,0.29,0.31
2015-09,28.06,32.39,10.14,9.44,0.65,0.62,0.42,0.41
2015-10,52.24,52.52,16.66,16.13,0.64,0.64,0.27,0.3
2015-11,22.75,23.62,19.42,18.53,0.73,0.71,0.44,0.41
2015-12,22.62,23.46,14.32,13.35,0.54,0.55,0.32,0.33
2016-01,21.92,22.73,16.55,15.1,0.59,0.6,0.44,0.41
2016-02,18.84,19.98,15.18,14.04,0.62,0.61,0.32,0.33
2016-03,17.58,18.58,15.01,14.08,0.89,0.84,0.36,0.32
2016-04,14.4,16.93,12.35,12.08,1.02,0.97,0.27,0.27
2016-05,15.16,18.19,10.42,10.68,0.96,0.93,0.24,0.24
2016-06,27.56,27.27,9.35,8.86,0.82,0.77,0.36,0.33
2016-07,33.19,34.81,7.29,7.21,0.66,0.63,0.29,0.31
2016-08,27.36,30.73,7.43,7.21,0.69,0.65,0.34,0.33
2016-09,20.73,23.23,9.1,8.99,0.98,0.86,0.37,0.36
2016-10,29.31,26.33,10.55,9.77,0.89,0.86,0.32,0.31
2016-11,20.51,21.87,12.92,12.42,0.75,0.76,0.41,0.38
2016-12,19.97,20.29,12.83,12.03,0.69,0.68,0.23,0.25
2017-01,27.21,25.46,10.92,10.49,0.52,0.52,0.27,0.28
2017-02,23.21,24.41,12.3,11.39,0.62,0.6,0.24,0.26
2017-03,23.02,21.29,13.24,12.15,0.8,0.77,0.36,0.34
2017-04,17.79,19.74,13.13,12.54,0.82,0.8,0.29,0.29
2017-05,24.62,24.99,9.05,8.78,0.8,0.78,0.21,0.22
2017-06,31.63,31.92,8.51,7.61,0.72,0.68,0.23,0.25
2017-07,33.78,34.37,8.25,7.5,0.63,0.61,0.33,0.34
2017-08,31.26,33.5,7.34,7.1,0.54,0.54,0.34,0.35
2017-09,32.98,30.55,9.71,8.46,0.66,0.62,0.31,0.32
2017-10,23.76,23.38,12.77,11.99,0.72,0.72,0.38,0.37
2017-11,18.68,20.64,15.05,14.03,0.81,0.77,0.22,0.24
2017-12,26.23,23.46,15.55,14.3,0.75,0.74,0.25,0.27
2018-01,22.78,23.52,13.02,12.04,0.58,0.59,0.25,0.27
2018-02,20.67,22.41,12.4,11.78,0.69,0.67,0.22,0.26
2018-03,23.15,23.86,11.5,10.95,0.7,0.69,0.33,0.32
2018-04,20.99,22.2,10.72,10.39,0.79,0.78,0.27,0.29
2018-05,30.06,28.18,8.71,8.03,0.71,0.69,0.18,0.2
2018-06,31.9,31.9,8.2,7.52,0.7,0.67,0.24,0.26
2018-07,36.8,36.28,7.33,6.91,0.62,0.59,0.33,0.33
2018-08,31.28,33.38,8.31,7.53,0.64,0.6,0.31,0.33
2018-09,43.01,40.16,8.29,7.44,0.64,0.6,0.44,0.41
2018-10,43.11,40.65,15.28,14.03,0.84,0.81,0.4,0.39
2018-11,27.84,25.95,16.35,15.57,0.87,0.84,0.33,0.32
2018-12,34.17,28.36,12.74,12.33,0.68,0.69,0.3,0.31
2019-01,27.98,28.16,11.33,10.72,0.55,0.55,0.3,0.3
2019-02,22.0,22.84,11.72,11.17,0.72,0.69,0.26,0.28
2019-03,20.94,21.51,14.26,12.92,0.75,0.72,0.34,0.34
2019-04,22.76,22.12,10.81,10.67,0.8,0.8,0.25,0.26
2019-05,23.69,25.17,8.79,8.44,0.69,0.7,0.23,0.24
2019-06,37.29,34.93,7.51,7.07,0.58,0.58,0.29,0.3
2019-07,30.58,33.93,6.77,6.78,0.44,0.48,0.26,0.29
2019-08,36.89,37.19,7.68,7.09,0.51,0.51,0.31,0.33
2019-09,33.17,32.5,9.42,8.7,0.48,0.5,0.28,0.29
2019-10,31.52,28.63,11.19,10.98,0.64,0.63,0.29,0.31
2019-11,23.6,22.67,11.77,11.98,0.58,0.62,0.35,0.37
2019-12,26.4,25.56,13.65,13.3,0.66,0.67,0.28,0.29
2020-01,19.88,21.41,11.11,11.17,0.57,0.6,0.32,0.32
2020-02,20.92,23.1,12.02,11.31,0.6,0.6,0.22,0.24
2020-03,15.35,17.93,12.33,11.92,0.88,0.84,0.31,0.3
2020-04,15.91,19.13,11.6,11.2,0.82,0.83,0.22,0.24
2020-05,24.15,25.22,9.38,8.6,0.69,0.7,0.21,0.21
2020-06,31.8,33.41,7.43,7.16,0.63,0.63,0.23,0.25
2020-07,37.59,36.86,6.9,6.85,0.6,0.58,0.27,0.28
2020-08,22.96,28.68,7.43,7.43,0.62,0.61,0.39,0.36
2020-09,25.05,28.83,8.29,7.84,0.62,0.61,0.3,0.31
2020-10,23.97,24.46,10.97,10.64,0.64,0.66,0.31,0.32
2020-11,19.98,20.73,12.3,11.98,0.64,0.66,0.28,0.31
2020-12,31.12,26.3,12.45,11.83,0.57,0.57,0.18,0.21
2021-01,19.97,23.81,10.32,10.16,0.5,0.52,0.32,0.32
2021-02,31.31,29.07,10.85,10.35,0.48,0.49,0.19,0.23
2021-03,17.97,21.78,11.71,11.19,0.75,0.71,0.3,0.32
