month,ISPU_PM25_OBS,ISPU_PM25_MOD,ISPU_CO_OBS,ISPU_CO_MOD,ISPU_NO2_OBS,ISPU_NO2_MOD,ISPU_SO2_OBS,ISPU_SO2_MOD
2014-01,47.13,28.32,17.54,20.64,0.71,1.2,1.7,2.51
2014-02,33.63,29.81,26.6,23.04,1.45,1.4,3.12,3.5
2014-03,35.83,32.35,25.17,23.37,1.55,1.44,2.92,3.5
2014-04,40.89,33.42,23.73,23.44,1.56,1.67,3.33,3.55
2014-05,41.9,34.47,24.95,25.65,2.51,2.45,2.68,2.75
2014-06,44.62,35.68,29.61,27.29,2.67,2.63,2.34,2.31
2014-07,49.54,40.36,32.52,28.29,2.22,2.25,1.58,1.88
2014-08,44.41,38.14,24.67,24.26,2.24,2.18,2.16,2.09
2014-09,,41.63,35.06,26.32,2.2,2.13,1.54,1.7
2014-10,,44.73,39.09,33.93,2.26,2.21,2.2,2.05
2014-11,35.91,31.36,30.13,26.67,2.77,2.58,5.1,4.33
2014-12,31.87,30.14,30.13,28.67,2.37,2.23,4.46,4.18
2015-01,33.69,30.92,31.3,27.31,1.9,1.75,4.56,4.26
2015-02,36.69,33.16,22.79,23.32,1.3,1.36,2.35,2.94
2015-03,40.42,34.65,21.01,21.04,1.32,1.27,5.61,4.78
2015-04,35.54,32.96,22.31,21.27,1.83,1.64,4.75,4.7
2015-05,40.61,34.86,20.88,22.68,1.74,1.85,1.71,2.25
2015-06,40.9,36.0,21.23,21.96,2.26,2.21,2.13,2.18
2015-07,47.8,41.41,16.69,17.5,1.26,1.35,1.17,1.19
2015-08,62.88,54.6,32.02,26.59,1.86,1.71,2.03,1.77
2015-09,67.19,69.0,114.0,113.66,2.27,2.29,1.93,2.16
2015-10,64.16,60.73,71.21,66.73,2.01,2.04,2.54,2.49
2015-11,32.05,29.48,38.7,31.91,2.79,2.67,6.52,5.43
2015-12,28.44,26.22,27.75,25.2,1.53,1.46,4.44,4.18
2016-01,26.96,23.86,27.35,23.49,1.35,1.14,6.58,4.63
2016-02,27.35,25.34,21.22,19.08,1.13,0.98,3.85,2.99
2016-03,32.28,29.86,20.76,20.93,1.32,1.25,3.73,4.49
2016-04,36.4,34.96,16.25,15.66,1.13,1.21,1.99,2.82
2016-05,40.93,36.66,21.9,23.06,2.36,2.38,1.95,2.23
2016-06,37.01,35.93,25.69,25.77,2.84,2.7,2.35,2.52
2016-07,44.39,37.22,21.59,23.79,2.49,2.46,2.22,2.33
2016-08,45.2,37.75,21.91,22.88,1.92,2.1,1.37,1.82
2016-09,39.36,36.87,23.2,24.74,2.64,2.59,1.7,2.38
2016-10,39.75,37.41,26.4,25.84,3.16,2.76,2.31,2.52
2016-11,35.75,33.21,28.83,26.62,2.64,2.59,4.24,3.38
2016-12,26.92,30.48,29.78,27.99,2.28,2.28,3.79,3.92
2017-01,30.98,29.04,30.17,29.03,1.91,1.84,3.69,4.34
2017-02,33.44,31.48,24.41,23.47,1.67,1.62,3.34,3.24
2017-03,33.53,31.51,24.47,25.14,1.71,1.75,4.19,3.99
2017-04,33.75,30.66,26.76,26.15,1.87,1.86,3.54,4.05
2017-05,40.36,34.06,28.73,28.47,2.72,2.61,2.8,2.97
2017-06,35.5,36.13,26.12,26.24,2.65,2.56,2.0,2.27
2017-07,40.52,36.37,22.2,22.91,2.05,2.18,2.12,2.17
2017-08,37.59,34.67,21.89,23.9,2.08,2.19,1.63,2.06
2017-09,39.83,36.18,25.72,25.13,2.35,2.32,1.64,2.03
2017-10,43.55,36.68,26.94,25.53,2.21,2.29,1.47,1.99
2017-11,30.56,32.42,29.03,26.79,2.17,2.3,4.58,4.2
2017-12,31.76,29.46,35.53,32.06,2.06,1.99,2.73,3.02
2018-01,35.45,29.83,31.48,30.01,2.05,2.03,3.73,4.0
2018-02,28.1,31.16,27.33,25.65,1.66,1.57,2.7,3.18
2018-03,38.42,31.08,25.97,24.16,1.6,1.52,4.45,4.76
2018-04,44.76,35.15,27.83,26.32,2.05,2.06,4.03,3.53
2018-05,38.38,35.05,27.34,26.64,2.74,2.57,2.39,2.68
2018-06,38.28,34.97,22.02,23.98,1.87,2.15,1.3,1.87
2018-07,48.11,38.85,24.12,22.43,2.1,2.07,2.04,1.91
2018-08,49.22,40.9,24.22,22.91,1.65,1.76,1.14,1.47
2018-09,48.08,38.67,27.71,24.9,2.07,2.14,1.43,1.88
2018-10,35.73,34.41,31.89,25.58,2.61,2.33,2.98,2.56
2018-11,32.97,31.52,27.87,28.1,2.22,2.28,5.51,4.27
2018-12,32.11,29.36,28.6,27.17,2.05,1.83,5.58,5.58
2019-01,33.41,29.07,25.79,25.24,1.56,1.53,4.79,4.69
2019-02,26.4,28.54,19.79,22.72,1.18,1.22,4.8,5.03
2019-03,31.38,32.02,18.05,18.84,1.17,1.11,3.49,4.26
2019-04,35.45,31.78,15.88,18.72,1.14,1.16,4.78,4.93
2019-05,38.59,32.63,22.68,21.64,1.53,1.56,1.42,2.46
2019-06,41.12,36.08,25.24,25.94,2.24,2.4,1.84,2.08
2019-07,43.2,40.68,21.32,21.56,1.56,1.64,1.38,1.55
2019-08,52.52,48.57,25.84,22.06,1.19,1.28,0.97,1.14
2019-09,64.47,60.6,56.31,51.41,1.43,1.44,1.48,1.54
2019-10,37.72,36.4,23.91,24.53,2.32,2.37,2.6,2.4
2019-11,34.73,35.62,32.35,29.83,1.73,1.84,2.51,2.86
2019-12,27.97,29.69,30.14,29.04,2.18,2.03,4.99,5.01
2020-01,26.12,26.92,25.77,25.35,1.64,1.44,5.17,5.13
2020-02,29.32,26.7,19.84,19.94,1.2,1.14,3.4,3.65
2020-03,30.82,29.71,18.97,20.25,1.32,1.2,5.78,5.36
2020-04,38.92,32.21,20.1,19.14,1.33,1.16,5.76,5.31
2020-05,34.3,32.09,20.61,21.36,1.72,1.73,1.98,2.76
2020-06,38.47,35.21,26.76,25.6,2.75,2.59,2.61,2.58
2020-07,36.44,35.14,21.02,23.61,2.34,2.45,2.62,2.59
2020-08,34.71,35.15,21.19,22.79,2.0,2.04,1.63,1.98
2020-09,36.16,35.34,18.18,22.49,2.01,2.22,2.3,2.32
2020-10,35.4,33.67,32.38,27.2,2.67,2.46,2.66,2.56
2020-11,32.26,32.37,33.63,28.55,2.76,2.55,4.6,3.83
2020-12,30.49,29.4,29.01,28.76,1.8,1.91,2.06,2.58
2021-01,27.68,27.45,32.25,30.92,2.02,1.98,4.1,4.04
2021-02,29.64,28.4,23.98,24.14,1.29,1.42,1.84,2.76
2021-03,32.71,30.61,24.21,24.56,1.62,1.55,4.99,4.78
2021-04,36.73,30.22,32.29,26.44,1.8,1.64,4.13,4.03
2021-05,32.48,33.35,28.47,28.58,2.58,2.54,3.12,3.45
2021-06,35.41,34.94,24.63,24.49,2.19,2.24,1.67,2.1
2021-07,35.12,34.15,21.38,21.68,1.74,1.94,1.55,1.87
2021-08,33.65,34.62,19.1,22.93,2.04,2.03,1.81,2.14
2021-09,35.41,34.89,23.43,23.51,2.35,2.35,2.52,2.47
2021-10,38.99,35.02,23.92,23.89,2.16,2.24,2.83,2.48
2021-11,29.68,32.23,26.77,26.24,2.73,2.61,3.61,3.58
2021-12,29.81,31.16,30.22,26.69,2.04,2.05,5.19,4.43
2022-01,31.43,30.06,32.7,27.71,2.07,1.74,4.32,4.15
2022-02,31.54,29.35,27.65,26.21,1.76,1.58,5.66,4.96
2022-03,31.51,31.3,24.09,26.33,1.93,1.91,2.83,3.53
2022-04,38.31,34.43,29.68,26.63,2.17,2.06,3.51,3.35
2022-05,33.96,33.37,27.97,26.99,2.83,2.72,3.33,3.13
2022-06,37.16,34.32,22.25,23.65,2.24,2.36,2.8,2.59
2022-07,36.43,34.79,24.16,24.71,2.21,2.31,1.97,2.35
2022-08,28.62,33.4,20.53,23.8,2.08,2.16,2.04,2.33
2022-09,31.18,34.53,21.29,23.27,2.2,2.22,1.82,2.24
2022-10,31.75,33.14,31.0,26.48,2.89,2.62,3.22,3.18
2022-11,29.05,31.8,32.42,29.07,2.61,2.47,4.41,3.96
2022-12,28.84,29.76,25.89,26.67,1.82,1.9,2.76,3.53
2023-01,28.93,29.92,26.58,26.43,1.68,1.63,3.81,4.23
2023-02,30.4,28.65,22.68,24.02,1.4,1.4,4.22,4.37
2023-03,31.71,31.44,23.6,23.96,1.73,1.55,4.22,4.79
2023-04,36.11,33.28,26.08,24.96,1.68,1.74,2.69,3.13
2023-05,34.84,32.66,33.02,28.63,2.45,2.36,2.24,2.88
2023-06,31.54,34.61,26.79,26.66,2.14,2.32,1.73,2.2
2023-07,42.55,37.44,23.98,23.71,1.89,2.02,2.29,2.28
2023-08,42.18,36.6,28.98,24.09,2.07,1.9,1.51,1.62
2023-09,39.32,34.09,39.94,30.24,2.98,2.62,2.62,2.48
2023-10,34.37,35.24,42.01,36.5,2.67,2.61,3.59,3.57
2023-11,26.43,29.52,28.19,26.69,2.18,2.01,6.7,6.25
2023-12,25.85,27.14,26.01,25.99,1.78,1.53,6.15,5.79
2024-01,28.29,25.11,24.25,23.34,1.44,1.24,4.61,4.57
2024-02,28.44,28.5,23.69,23.69,1.55,1.33,5.69,5.56
2024-03,36.7,30.91,19.23,20.24,1.45,1.18,5.66,5.27
2024-04,30.15,32.08,19.69,19.19,1.74,1.42,5.82,5.88
2024-05,34.89,33.5,20.77,20.51,1.88,1.78,3.06,3.65
2024-06,35.89,35.78,27.15,26.05,2.63,2.45,2.28,2.13
2024-07,36.94,36.02,28.3,25.38,2.24,2.24,2.24,2.18
2024-08,36.03,33.36,23.76,24.27,1.89,2.04,1.75,1.97
2024-09,42.87,37.25,25.37,26.0,1.66,1.79,1.22,1.63
2024-10,38.25,35.12,25.95,24.76,2.05,2.12,2.4,2.44
2024-11,31.57,31.24,33.66,30.03,2.5,2.26,6.18,5.21
2024-12,29.29,29.78,32.16,29.69,2.04,2.04,1.83,2.5
