month,ISPU_PM25_OBS,ISPU_PM25_MOD,ISPU_CO_OBS,ISPU_CO_MOD,ISPU_NO2_OBS,ISPU_NO2_MOD,ISPU_SO2_OBS,ISPU_SO2_MOD
2014-01,43.37,32.34,12.34,15.5,0.44,0.64,0.78,1.16
2014-02,30.16,33.99,17.98,15.37,0.76,0.72,1.32,1.51
2014-03,34.47,27.83,16.7,16.44,0.84,0.81,1.73,2.36
2014-04,33.55,28.09,19.74,17.59,1.08,1.03,1.36,1.67
2014-05,37.08,32.25,14.35,14.65,1.19,1.16,0.84,1.04
2014-06,34.51,30.26,15.18,14.56,1.12,1.12,0.78,1.01
2014-07,38.93,35.48,19.0,16.6,0.98,0.98,0.76,1.0
2014-08,45.23,40.6,14.29,15.62,0.98,0.97,0.85,1.07
2014-09,,,24.37,18.08,1.03,1.02,0.72,0.98
2014-10,59.57,58.84,41.79,42.82,1.32,1.29,1.42,1.6
2014-11,30.91,29.17,19.2,18.18,1.22,1.17,1.62,1.83
2014-12,24.71,25.64,18.18,16.81,1.1,1.03,1.55,1.84
2015-01,29.73,26.92,17.99,15.75,0.89,0.84,2.14,2.64
2015-02,34.45,30.19,15.34,15.97,0.79,0.82,1.9,2.54
2015-03,36.86,30.31,16.7,15.76,0.93,0.87,3.25,3.49
2015-04,34.08,29.09,16.59,16.25,1.2,1.15,1.74,2.05
2015-05,29.98,28.16,16.53,15.44,1.17,1.13,0.63,1.07
2015-06,33.08,31.12,13.56,13.79,1.16,1.15,0.95,1.11
2015-07,,41.34,14.28,14.11,0.9,0.85,0.77,0.89
2015-08,89.9,85.53,27.29,32.76,1.34,1.35,1.73,1.93
2015-09,90.26,96.02,69.49,69.96,1.31,1.39,1.4,1.76
2015-10,77.93,73.33,75.81,63.68,1.33,1.28,1.46,1.59
2015-11,32.8,29.49,20.19,18.12,1.18,1.18,1.61,1.68
2015-12,33.86,26.22,17.52,15.91,0.77,0.77,1.77,2.34
2016-01,23.67,25.8,17.65,14.69,0.75,0.76,2.79,3.24
2016-02,28.26,25.22,15.14,14.56,0.71,0.74,2.39,3.21
2016-03,42.98,29.5,19.02,17.21,1.09,1.05,1.89,2.17
