month,ISPU_PM25_OBS,ISPU_PM25_MOD,ISPU_CO_OBS,ISPU_CO_MOD,ISPU_NO2_OBS,ISPU_NO2_MOD,ISPU_SO2_OBS,ISPU_SO2_MOD
2014-01,49.37,42.37,11.12,16.67,0.89,1.12,1.16,1.19
2014-02,,43.69,23.11,17.36,1.23,1.18,1.43,1.4
2014-03,51.79,42.9,22.16,19.74,1.53,1.44,1.78,1.87
2014-04,56.75,51.06,18.23,20.18,2.42,2.17,5.37,5.15
2014-05,57.89,51.73,15.69,18.14,2.76,2.38,6.56,6.41
2014-06,57.08,52.76,13.81,15.83,2.12,1.98,5.13,5.31
2014-07,59.64,56.24,16.17,17.7,1.98,1.9,4.87,5.12
2014-08,59.8,56.67,16.26,18.81,1.91,1.79,4.55,4.69
2014-09,70.13,66.22,25.21,33.14,1.88,1.77,4.4,4.61
2014-10,64.49,65.4,40.08,42.12,2.21,2.02,4.79,4.83
2014-11,54.16,52.16,47.49,32.16,2.7,2.29,5.13,4.64
2014-12,40.98,38.17,17.87,18.5,2.23,2.03,3.27,3.51
2015-01,,41.09,14.8,13.46,1.33,1.18,1.33,1.14
2015-02,47.54,40.93,14.31,13.79,1.23,1.11,1.11,1.06
2015-03,45.52,37.08,18.0,17.51,1.6,1.4,1.76,1.64
2015-04,47.78,37.08,17.22,18.87,2.12,1.88,3.04,2.98
2015-05,52.48,47.13,15.07,17.96,2.45,2.23,5.07,5.1
2015-06,,,11.93,14.78,1.94,1.82,4.81,4.66
2015-07,56.73,55.61,15.25,18.17,1.63,1.58,3.83,4.04
2015-08,59.92,57.15,25.68,23.51,1.86,1.8,4.34,4.54
2015-09,99.32,99.42,101.72,105.26,2.42,2.26,7.56,7.25
2015-10,101.75,101.79,98.59,120.78,2.39,2.27,5.0,6.34
2015-11,55.57,52.74,29.37,28.99,2.3,2.11,3.89,4.07
2015-12,,38.05,17.38,16.68,1.59,1.55,2.25,2.17
2016-01,29.23,33.34,18.66,15.4,1.42,1.42,1.67,1.59
2016-02,37.93,36.6,16.94,13.36,1.2,1.22,1.13,1.17
2016-03,34.46,34.46,17.46,14.82,1.45,1.35,1.37,1.43
2016-04,49.75,38.93,20.07,18.81,2.24,2.0,3.49,3.53
2016-05,56.72,45.76,15.95,18.16,2.4,2.21,4.46,4.82
2016-06,54.5,51.74,12.12,15.15,2.06,1.95,4.97,5.13
2016-07,52.1,,11.59,15.09,2.11,1.82,5.02,4.78
2016-08,60.28,56.08,13.04,17.61,2.01,1.87,4.73,5.05
2016-09,59.98,56.6,13.35,17.63,2.5,2.17,6.89,6.43
2016-10,69.14,58.1,14.53,21.17,2.66,2.35,7.52,7.01
2016-11,54.92,49.28,15.82,18.83,2.64,2.33,5.02,5.52
2016-12,43.91,36.03,17.37,16.9,2.0,1.82,2.98,2.87
2017-01,34.03,36.44,19.47,17.47,1.93,1.84,3.02,2.9
2017-02,45.27,38.39,14.03,14.53,1.4,1.27,1.54,1.36
2017-03,35.84,35.75,16.59,16.82,1.8,1.63,2.54,2.3
2017-04,,46.19,19.28,18.65,2.82,2.46,6.74,5.98
2017-05,,47.57,14.51,15.3,2.4,2.2,5.91,5.6
2017-06,42.53,,12.45,14.11,2.18,2.03,5.7,5.71
2017-07,49.19,51.38,10.92,13.3,1.68,1.62,4.57,4.55
2017-08,,51.24,12.46,14.3,1.72,1.62,4.16,4.24
2017-09,52.77,52.13,13.92,14.53,1.95,1.84,5.21,5.05
2017-10,56.95,55.08,17.41,16.51,2.68,2.34,8.07,7.38
2017-11,,47.72,17.47,15.97,2.29,2.18,5.34,5.3
2017-12,43.49,38.31,17.56,16.61,1.74,1.63,2.43,2.41
2018-01,35.84,34.59,18.02,15.98,1.93,1.71,2.61,2.31
2018-02,45.29,38.97,15.14,14.09,1.27,1.16,1.09,1.13
2018-03,34.79,33.12,17.27,16.66,1.73,1.55,1.96,1.86
2018-04,42.71,36.47,17.45,18.23,2.04,1.91,3.28,3.15
2018-05,37.58,42.61,16.08,17.13,2.45,2.25,5.01,4.97
2018-06,51.53,51.73,12.37,14.74,2.11,1.93,5.38,5.28
2018-07,55.32,54.12,11.94,15.81,1.71,1.63,4.41,4.3
2018-08,54.26,55.99,16.13,17.25,1.79,1.73,4.56,4.65
2018-09,56.83,56.48,15.61,18.91,1.83,1.82,4.68,4.92
2018-10,51.15,51.06,25.86,20.43,2.53,2.17,5.16,5.03
2018-11,39.8,39.86,21.01,19.6,2.73,2.42,5.19,4.92
2018-12,37.71,35.33,17.87,18.71,2.3,2.11,3.39,3.45
2019-01,42.6,41.95,13.2,14.09,1.23,1.22,1.73,1.6
2019-02,28.69,35.96,13.09,13.81,1.31,1.2,1.23,1.14
2019-03,36.85,37.12,16.58,15.53,1.69,1.46,2.39,1.89
2019-04,45.19,42.14,18.3,18.69,2.34,2.18,4.45,4.49
2019-05,49.39,51.44,15.87,14.23,2.35,2.23,6.8,6.5
2019-06,46.93,45.78,13.34,14.12,1.98,1.96,4.67,4.79
2019-07,,51.21,11.21,13.88,1.3,1.32,3.34,3.4
2019-08,57.01,57.45,19.44,19.12,1.37,1.38,3.52,3.58
2019-09,74.5,77.09,74.33,64.64,2.14,1.95,5.41,5.31
2019-10,47.24,,22.95,24.06,2.03,2.03,3.79,3.85
2019-11,56.54,55.81,30.79,30.36,2.24,2.17,5.26,5.13
2019-12,33.1,34.5,13.73,14.25,1.5,1.41,1.52,1.51
2020-01,32.83,35.28,12.87,13.81,1.23,1.25,1.35,1.23
2020-02,33.9,35.74,13.62,13.57,1.19,1.24,1.04,1.21
2020-03,28.47,32.45,16.52,16.2,1.65,1.59,1.83,1.95
2020-04,30.64,33.14,16.98,16.67,1.97,1.77,2.67,2.52
2020-05,37.38,42.06,16.44,17.16,2.58,2.43,5.67,5.63
2020-06,38.21,41.87,11.99,14.68,2.1,1.98,4.47,4.33
2020-07,39.68,43.0,11.67,13.77,1.88,1.8,4.28,3.99
2020-08,45.61,,12.33,14.15,1.81,1.74,4.27,4.49
2020-09,41.65,45.72,12.45,14.25,1.92,1.85,4.25,4.34
2020-10,52.92,53.4,13.89,13.64,2.06,1.92,6.1,5.76
2020-11,32.69,40.57,17.18,16.09,2.28,2.16,4.4,4.56
2020-12,33.13,35.04,16.47,14.72,1.58,1.5,2.05,1.88
2021-01,35.4,40.03,12.9,12.67,1.13,1.13,1.07,0.95
2021-02,39.69,40.65,14.31,12.53,1.16,1.13,1.26,1.12
2021-03,28.78,34.59,15.33,15.92,1.56,1.47,2.11,1.79
2021-04,42.39,49.17,17.29,15.04,2.08,1.97,5.45,5.05
2021-05,33.76,43.54,16.05,16.19,2.41,2.26,5.56,5.31
2021-06,48.69,51.74,13.14,13.86,2.1,1.99,6.04,5.78
2021-07,48.39,,11.02,13.2,1.54,1.59,4.21,4.24
2021-08,46.8,,11.53,12.84,1.89,1.71,4.96,4.81
2021-09,47.81,,11.64,13.41,1.83,1.75,4.65,4.67
2021-10,,52.57,15.03,14.97,2.27,2.09,6.12,6.03
2021-11,42.41,45.33,14.27,16.23,2.45,2.28,5.66,5.42
2021-12,35.62,39.19,14.57,14.05,1.63,1.51,2.43,2.39
2022-01,31.14,38.22,13.8,13.52,1.32,1.26,1.44,1.29
2022-02,35.35,35.1,14.67,14.97,1.57,1.41,2.04,1.64
2022-03,30.78,34.56,15.57,16.73,1.87,1.77,2.86,2.68
2022-04,37.98,45.89,18.73,17.37,2.41,2.26,5.73,5.33
2022-05,47.5,51.36,14.21,14.09,2.25,2.15,6.54,6.19
2022-06,51.41,52.03,13.2,13.6,2.41,2.16,7.07,6.55
2022-07,48.31,51.6,11.63,12.76,1.65,1.64,4.57,4.71
2022-08,,51.07,11.71,13.39,1.91,1.75,5.25,4.92
2022-09,55.92,55.27,12.57,14.34,1.9,1.88,5.95,5.75
2022-10,52.8,52.08,16.65,15.66,2.56,2.25,6.81,6.35
2022-11,42.18,42.97,19.36,17.71,2.48,2.23,5.03,4.87
2022-12,35.33,38.03,15.8,16.04,1.91,1.83,2.9,3.0
2023-01,37.45,39.43,17.6,16.62,1.76,1.56,2.54,2.22
2023-02,34.85,38.85,13.82,13.87,1.36,1.24,1.35,1.21
2023-03,37.36,36.14,16.68,15.71,1.7,1.49,1.89,1.75
2023-04,51.49,,23.36,22.71,2.75,2.47,6.9,6.12
2023-05,48.58,,16.67,15.98,2.6,2.35,7.51,6.54
2023-06,46.22,51.57,14.57,13.96,2.22,2.15,6.46,6.28
2023-07,48.85,,11.79,12.94,1.78,1.81,4.95,5.11
2023-08,48.49,49.93,13.98,13.75,1.59,1.56,3.76,3.94
2023-09,53.34,51.71,21.63,16.07,1.78,1.69,4.0,4.11
2023-10,56.51,58.75,34.57,30.6,2.09,2.06,4.56,4.87
2023-11,37.45,42.02,23.17,18.64,2.52,2.32,5.21,5.01
2023-12,27.68,33.59,17.76,17.64,2.14,2.04,3.02,3.22
2024-01,32.74,31.84,16.53,15.09,1.62,1.54,1.71,1.75
2024-02,34.9,33.68,13.88,14.68,1.37,1.33,1.27,1.34
2024-03,37.53,33.22,15.36,15.6,1.52,1.46,1.64,1.64
2024-04,29.34,35.9,17.53,18.39,2.45,2.29,4.59,4.32
2024-05,40.6,41.91,15.77,15.47,2.37,2.31,4.9,5.41
2024-06,47.48,,13.31,13.86,2.14,2.04,5.57,5.49
2024-07,51.77,52.39,11.13,13.27,1.47,1.53,4.34,4.4
2024-08,48.39,,13.85,13.38,1.46,1.48,3.7,3.8
2024-09,54.43,54.71,15.42,14.91,1.9,1.83,5.42,5.33
2024-10,57.57,55.25,19.02,16.43,2.45,2.35,8.58,7.44
2024-11,36.49,47.81,20.98,18.65,2.64,2.46,5.94,6.01
2024-12,40.63,36.74,16.84,14.22,1.66,1.61,2.55,2.55
