month,ISPU_PM25_OBS,ISPU_PM25_MOD,ISPU_CO_OBS,ISPU_CO_MOD,ISPU_NO2_OBS,ISPU_NO2_MOD,ISPU_SO2_OBS,ISPU_SO2_MOD
2014-01,20.83,13.95,15.93,13.4,0.65,0.74,0.23,0.28
2014-02,21.31,20.97,13.75,12.17,0.69,0.63,0.19,0.21
2014-03,19.05,21.18,28.96,21.34,1.09,0.99,0.46,0.42
2014-04,17.37,19.82,14.3,13.73,1.22,1.06,0.31,0.31
2014-05,21.51,27.56,12.81,10.72,1.42,1.27,0.46,0.42
2014-06,24.28,30.36,11.96,10.82,1.22,1.15,0.59,0.53
2014-07,32.49,32.96,10.79,10.09,0.92,0.89,0.48,0.46
2014-08,37.16,37.85,13.06,11.18,1.02,0.94,0.57,0.51
2014-09,,,15.16,12.37,0.76,0.74,0.58,0.56
2014-10,,,21.19,18.73,0.78,0.74,0.54,0.6
2014-11,21.76,25.87,22.12,16.74,1.15,1.0,0.35,0.34
2014-12,10.48,15.65,12.42,11.58,0.89,0.84,0.27,0.27
2015-01,13.3,15.14,12.75,11.6,0.82,0.78,0.33,0.32
2015-02,15.23,16.59,14.05,12.27,0.85,0.79,0.28,0.29
2015-03,12.18,16.04,11.29,11.74,0.91,0.88,0.27,0.29
2015-04,17.25,22.29,12.52,11.5,1.14,1.06,0.28,0.32
2015-05,34.66,34.27,11.99,10.95,1.19,1.12,0.47,0.45
2015-06,30.23,35.76,10.0,9.09,0.99,0.94,0.53,0.48
2015-07,44.38,46.63,9.39,9.67,0.74,0.74,0.62,0.6
2015-08,49.99,,9.78,9.23,0.73,0.7,0.52,0.51
2015-09,54.85,53.67,17.87,13.84,0.74,0.7,0.62,0.62
2015-10,59.52,60.37,49.1,44.73,0.9,0.85,1.11,1.2
2015-11,32.14,36.69,32.39,32.16,1.06,0.96,0.51,0.51
2015-12,12.33,16.82,17.24,14.68,0.8,0.77,0.39,0.37
2016-01,16.97,18.21,18.2,14.72,0.77,0.75,0.33,0.33
2016-02,21.49,21.64,17.39,13.54,0.81,0.79,0.22,0.24
2016-03,11.05,17.66,14.81,12.84,1.13,1.04,0.33,0.31
2016-04,14.95,20.05,13.8,11.78,1.16,1.07,0.28,0.3
2016-05,19.15,24.67,12.71,11.36,1.29,1.17,0.32,0.33
2016-06,24.35,29.03,10.26,10.37,1.17,1.09,0.46,0.44
2016-07,26.28,28.78,10.93,10.55,1.15,1.08,0.47,0.45
2016-08,27.77,33.19,10.0,10.21,1.07,1.0,0.46,0.44
2016-09,26.57,29.28,12.21,10.69,1.39,1.21,0.48,0.44
2016-10,23.17,26.01,13.87,11.53,1.27,1.14,0.38,0.38
2016-11,20.08,21.99,11.84,10.77,0.99,0.93,0.33,0.34
2016-12,18.56,18.53,9.62,10.09,0.62,0.61,0.36,0.34
2017-01,27.08,24.11,10.43,9.97,0.54,0.53,0.24,0.24
2017-02,14.87,17.78,11.46,11.48,0.8,0.74,0.19,0.22
2017-03,20.83,21.52,12.03,11.32,0.93,0.88,0.28,0.29
2017-04,21.81,24.29,13.03,11.66,1.14,1.06,0.31,0.33
