month,ISPU_PM25_OBS,ISPU_PM25_MOD,ISPU_CO_OBS,ISPU_CO_MOD,ISPU_NO2_OBS,ISPU_NO2_MOD,ISPU_SO2_OBS,ISPU_SO2_MOD
2014-01,25.3,39.59,30.62,30.4,0.93,1.22,1.03,0.87
2014-02,37.25,35.77,43.41,39.03,1.72,1.67,0.98,0.99
2014-03,28.93,30.36,39.92,37.52,2.17,2.12,0.89,0.8
2014-04,30.41,30.02,32.24,29.99,2.77,2.57,0.6,0.55
2014-05,25.99,27.82,28.13,27.05,2.97,2.81,0.59,0.58
2014-06,29.51,28.28,24.07,23.52,2.57,2.39,0.48,0.56
2014-07,29.69,35.08,23.36,21.8,1.66,1.54,0.51,0.53
2014-08,28.15,32.34,18.6,19.01,1.55,1.39,0.58,0.58
2014-09,55.91,49.54,22.93,21.48,1.52,1.37,0.61,0.65
2014-10,70.16,60.52,40.02,33.89,2.02,1.84,1.12,0.98
2014-11,35.61,31.44,39.24,36.58,2.3,2.27,0.65,0.64
2014-12,24.73,27.58,32.75,29.97,2.69,2.46,0.61,0.57
2015-01,27.49,30.5,34.19,32.16,2.24,2.07,0.68,0.65
2015-02,28.05,28.14,38.85,35.71,2.49,2.33,0.74,0.7
2015-03,29.95,29.11,40.1,35.68,2.93,2.6,0.58,0.57
2015-04,27.38,29.2,32.95,30.42,3.08,2.82,0.48,0.48
2015-05,27.1,28.66,27.89,26.47,2.9,2.7,0.57,0.55
2015-06,24.57,29.68,22.67,22.08,2.39,2.22,0.56,0.61
2015-07,28.52,35.99,17.58,18.06,1.28,1.21,0.59,0.58
2015-08,37.33,41.07,19.06,18.12,1.26,1.17,0.69,0.63
2015-09,64.7,58.13,34.15,30.16,1.59,1.46,1.05,0.96
2015-10,93.12,73.7,54.44,41.7,2.03,1.75,1.12,0.95
2015-11,,37.94,46.04,41.82,2.39,2.31,0.79,0.73
2015-12,31.27,31.48,39.39,36.07,1.95,1.91,0.93,0.85
2016-01,29.73,30.46,38.35,35.04,1.98,2.03,0.61,0.58
2016-02,24.27,30.79,33.27,32.08,1.99,1.86,0.67,0.65
2016-03,27.72,25.43,38.16,34.0,2.81,2.73,0.51,0.48
2016-04,28.99,26.68,32.09,31.03,3.24,3.04,0.48,0.48
2016-05,31.18,29.86,27.26,26.87,3.23,3.17,0.56,0.53
2016-06,28.64,29.53,24.67,23.49,2.59,2.47,0.61,0.64
2016-07,31.61,29.9,20.71,20.88,2.11,1.97,0.62,0.65
2016-08,34.17,32.2,22.69,21.91,1.95,1.8,0.67,0.62
2016-09,30.09,28.8,22.77,22.6,2.4,2.22,0.55,0.6
2016-10,34.69,28.27,25.98,24.78,2.86,2.54,0.56,0.58
2016-11,39.75,29.94,30.56,28.41,2.58,2.4,0.6,0.56
2016-12,25.67,27.45,32.12,30.2,2.29,2.17,0.51,0.52
2017-01,24.54,27.95,35.11,33.24,1.83,1.8,0.64,0.64
2017-02,28.0,27.38,33.18,32.6,2.03,1.96,0.55,0.59
2017-03,24.14,28.44,33.84,31.36,2.41,2.16,0.6,0.58
2017-04,30.13,27.1,33.36,32.17,2.46,2.34,0.48,0.51
2017-05,28.63,27.07,26.76,26.13,2.73,2.61,0.48,0.54
2017-06,26.08,27.97,25.27,24.06,2.66,2.37,0.43,0.5
2017-07,29.47,31.79,22.46,21.36,1.78,1.72,0.56,0.58
2017-08,27.01,35.48,20.83,20.71,1.51,1.44,0.51,0.57
2017-09,32.78,35.42,22.0,21.66,1.6,1.52,0.47,0.54
2017-10,37.85,32.28,32.74,30.84,1.95,1.9,0.74,0.72
2017-11,31.44,27.87,33.11,32.81,2.34,2.31,0.55,0.55
2017-12,26.48,27.82,35.91,33.5,2.19,2.16,0.51,0.54
2018-01,30.09,28.74,31.78,31.56,1.72,1.77,0.54,0.58
2018-02,26.5,26.27,41.85,38.39,2.44,2.33,0.56,0.62
2018-03,28.13,28.92,35.37,33.61,2.31,2.22,0.58,0.6
2018-04,32.48,27.66,33.72,31.77,2.91,2.73,0.44,0.45
2018-05,27.66,28.08,25.92,26.19,2.9,2.76,0.46,0.52
2018-06,28.31,29.65,22.64,22.2,2.17,2.03,0.49,0.56
