month,ISPU_PM25_OBS,ISPU_PM25_MOD,ISPU_CO_OBS,ISPU_CO_MOD,ISPU_NO2_OBS,ISPU_NO2_MOD,ISPU_SO2_OBS,ISPU_SO2_MOD
2014-01,379.19,217.09,46.04,44.37,4.78,2.85,8.9,6.16
2014-02,454.5,409.66,115.16,145.87,8.1,7.41,13.04,13.35
2014-03,405.62,347.93,119.83,123.6,8.7,8.14,12.67,12.43
2014-04,71.33,57.07,40.99,32.37,4.16,3.11,2.68,3.13
2014-05,69.81,55.26,34.69,31.34,4.41,3.2,2.68,3.03
2014-06,77.89,58.81,27.9,26.78,3.05,2.73,2.0,2.5
2014-07,79.18,62.68,32.06,26.14,2.76,2.42,2.12,2.36
2014-08,67.99,60.04,36.72,29.51,2.77,2.51,2.31,2.55
2014-09,129.53,86.31,75.31,39.49,2.97,2.67,4.5,4.47
2014-10,99.32,65.45,104.79,42.92,3.73,3.28,5.59,5.9
2014-11,64.28,54.71,92.65,38.78,4.83,3.86,5.13,5.86
2014-12,51.64,55.92,35.02,34.91,3.62,3.25,3.25,3.76
2015-01,66.68,65.51,28.5,34.56,2.5,2.57,5.06,4.58
2015-02,158.04,121.89,39.64,44.72,3.56,3.57,8.19,7.88
2015-03,143.9,90.67,78.55,44.01,5.95,4.13,8.49,7.91
2015-04,103.36,56.18,39.75,32.46,4.6,3.79,6.05,5.87
2015-05,66.09,56.75,34.11,28.97,3.82,2.94,2.0,2.73
2015-06,76.01,63.69,27.86,27.69,2.85,2.48,2.16,2.51
2015-07,220.93,122.68,47.95,34.2,3.37,2.47,3.59,3.25
2015-08,150.59,101.32,81.76,51.69,3.53,3.15,6.0,5.27
2015-09,253.89,213.14,298.5,250.76,5.55,4.84,20.09,17.54
2015-10,275.22,207.4,308.9,274.43,6.18,4.76,20.69,18.95
2015-11,60.84,61.94,72.47,49.15,4.25,3.84,4.99,5.57
2015-12,58.53,56.38,38.7,33.73,4.05,3.51,5.44,4.84
2016-01,60.98,53.6,41.02,34.92,4.07,3.95,7.07,6.46
2016-02,69.96,57.94,33.63,37.87,3.13,3.36,5.39,5.54
2016-03,107.29,61.99,45.68,32.25,4.57,3.86,7.4,6.66
2016-04,91.79,57.06,49.34,32.87,4.57,3.84,5.46,5.62
2016-05,73.13,54.26,34.9,30.77,4.18,3.42,2.76,3.16
2016-06,80.07,60.06,27.7,26.24,2.97,2.54,2.33,2.43
2016-07,68.6,64.02,26.18,28.52,2.88,2.43,2.05,2.5
2016-08,87.21,62.67,25.15,25.25,2.83,2.38,1.79,2.29
2016-09,58.7,61.99,22.58,25.79,2.82,2.41,1.53,2.33
2016-10,60.32,58.56,25.8,28.97,3.36,2.66,1.98,2.6
2016-11,53.05,54.04,31.56,32.86,4.34,3.34,3.25,3.4
2016-12,51.79,62.88,23.19,29.08,2.04,2.38,1.8,2.61
2017-01,58.02,60.12,32.67,36.24,2.99,2.8,4.29,3.86
2017-02,59.45,62.2,27.39,35.54,3.0,2.83,4.81,4.61
2017-03,57.09,55.41,35.37,33.9,4.21,3.82,7.1,6.47
2017-04,53.95,55.77,36.65,34.73,3.98,3.51,4.46,4.41
2017-05,58.86,56.45,29.28,31.61,3.37,3.06,2.42,3.01
2017-06,61.84,59.79,28.31,27.64,3.39,2.59,2.65,2.55
2017-07,78.37,63.47,25.39,26.62,2.53,2.34,1.8,2.39
2017-08,65.56,63.41,25.85,28.28,2.3,2.35,2.16,2.46
2017-09,57.05,62.11,27.68,29.58,2.38,2.43,2.43,2.57
2017-10,77.53,59.27,30.85,31.63,3.2,2.66,3.43,2.97
2017-11,57.21,56.12,36.13,34.7,3.33,3.19,3.23,3.54
2017-12,53.45,59.76,33.6,34.71,3.33,2.9,4.56,3.92
2018-01,57.16,61.51,28.57,31.09,2.34,2.64,3.03,3.31
2018-02,99.31,77.46,33.3,37.25,3.35,3.03,7.14,6.11
2018-03,62.14,56.59,36.06,33.74,4.11,3.89,7.65,7.03
2018-04,61.12,53.71,34.39,32.63,4.26,4.06,7.46,6.76
2018-05,59.02,54.24,36.17,34.54,4.43,3.48,3.71,3.63
2018-06,58.73,61.75,27.36,26.96,2.74,2.48,1.93,2.41
2018-07,58.37,64.78,25.73,26.75,2.3,2.3,1.87,2.32
2018-08,101.15,74.82,34.22,26.65,2.56,2.24,1.93,2.36
2018-09,148.97,101.38,49.53,38.43,3.59,2.72,4.1,3.7
2018-10,78.94,71.04,51.41,39.09,4.28,3.39,4.82,4.39
2018-11,52.54,54.74,40.78,33.67,4.29,3.74,5.07,4.97
2018-12,48.83,55.83,31.59,33.34,3.72,3.52,4.97,4.66
2019-01,51.59,61.8,29.63,35.55,3.28,3.11,5.95,5.17
2019-02,91.36,68.11,36.82,34.18,4.26,3.86,9.79,8.21
2019-03,147.43,107.58,62.92,48.11,4.86,4.1,7.97,7.89
2019-04,65.66,53.66,37.09,34.64,4.42,3.95,5.43,5.06
2019-05,57.96,56.99,30.55,32.41,3.38,3.04,3.66,3.13
2019-06,58.27,57.37,28.82,30.54,2.76,2.93,2.72,2.92
2019-07,76.64,67.0,23.63,27.45,2.03,2.17,2.37,2.37
2019-08,263.94,219.18,61.63,44.58,2.77,2.73,4.62,4.51
2019-09,361.62,312.11,224.08,208.29,5.74,5.15,17.34,14.85
2019-10,98.71,69.31,69.28,45.76,3.57,3.6,6.39,6.7
2019-11,76.3,58.18,60.42,35.21,3.89,3.48,6.78,6.0
2019-12,,53.59,31.11,32.22,3.89,4.03,7.42,6.92
2020-01,61.2,59.45,28.17,35.05,3.44,3.5,6.78,6.13
2020-02,65.56,58.22,25.19,33.94,3.03,3.57,6.34,6.5
2020-03,95.47,65.04,36.45,33.93,4.38,3.84,7.2,6.58
2020-04,70.65,53.73,43.32,31.67,5.65,4.58,11.11,8.48
2020-05,59.63,53.71,36.03,34.99,4.01,3.84,4.1,4.06
2020-06,55.76,58.31,26.0,30.54,2.92,2.79,2.99,2.87
2020-07,53.42,60.09,25.8,32.93,2.89,2.7,3.56,3.05
2020-08,59.59,62.61,23.77,28.75,2.31,2.38,2.3,2.52
2020-09,57.64,59.52,25.31,30.55,2.63,2.53,2.65,2.66
2020-10,54.17,60.9,26.17,29.76,2.36,2.44,2.34,2.57
2020-11,51.83,56.52,33.63,36.64,4.02,3.64,5.88,5.11
2020-12,51.44,60.72,30.51,33.12,2.66,2.65,3.72,3.42
2021-01,52.2,60.73,28.6,37.79,2.65,3.06,5.36,5.22
2021-02,90.08,82.31,23.59,37.38,2.37,2.78,5.66,5.52
2021-03,80.09,70.24,40.47,36.3,4.57,3.76,8.01,7.36
2021-04,61.21,58.82,34.88,35.1,3.32,3.03,3.95,3.81
2021-05,56.27,55.34,36.73,34.64,4.37,3.92,6.43,5.47
2021-06,61.45,61.82,27.23,27.13,2.51,2.49,2.39,2.41
2021-07,71.84,67.58,23.09,29.07,2.13,2.43,2.87,2.84
2021-08,61.37,62.73,25.39,29.54,2.45,2.44,2.57,2.58
2021-09,70.74,59.86,29.7,32.38,3.14,2.68,3.73,3.14
2021-10,60.68,60.87,26.63,31.55,2.84,2.71,3.14,3.11
2021-11,55.21,57.88,27.15,33.32,3.1,2.89,3.31,3.19
2021-12,61.48,59.53,29.59,34.38,3.07,2.74,4.08,3.63
2022-01,62.2,65.17,25.87,37.12,2.66,2.93,5.9,5.41
2022-02,64.02,62.86,28.41,36.43,3.07,3.34,6.9,6.18
2022-03,59.71,59.17,26.69,36.75,3.06,3.2,4.78,4.96
