month,ISPU_PM25_OBS,ISPU_PM25_MOD,ISPU_CO_OBS,ISPU_CO_MOD,ISPU_NO2_OBS,ISPU_NO2_MOD,ISPU_SO2_OBS,ISPU_SO2_MOD
2014-01,46.6,59.58,15.27,23.23,0.6,1.02,0.32,0.59
2014-02,67.27,57.54,60.6,35.93,1.77,1.56,0.79,0.83
2014-03,43.55,36.88,51.26,36.47,2.28,2.1,0.42,0.6
2014-04,34.1,33.41,34.99,30.98,3.04,2.32,0.56,0.56
2014-05,31.56,31.98,30.21,30.17,3.0,2.48,0.43,0.54
2014-06,32.33,33.47,23.05,28.31,2.25,2.2,0.56,0.6
2014-07,,44.41,23.72,25.77,1.64,1.65,0.77,0.62
2014-08,74.33,,28.53,27.14,2.1,1.69,1.05,0.7
2014-09,170.6,156.09,51.54,61.72,2.56,2.47,3.15,4.08
2014-10,153.08,165.47,70.49,74.19,2.25,2.63,3.91,4.44
2014-11,88.2,90.45,105.4,68.66,3.56,2.58,2.98,2.25
2014-12,27.06,33.63,32.57,30.23,2.62,2.27,0.46,0.57
2015-01,29.84,36.78,33.21,29.46,2.28,2.01,0.48,0.61
2015-02,27.87,37.3,42.23,31.39,2.71,2.14,0.41,0.59
2015-03,35.87,36.09,41.64,32.2,2.72,2.2,0.44,0.58
2015-04,27.93,32.91,33.63,31.27,2.84,2.39,0.33,0.58
2015-05,30.77,33.11,29.11,29.5,2.89,2.39,0.49,0.57
2015-06,29.91,36.01,23.34,26.86,2.53,2.06,0.65,0.59
2015-07,58.46,51.08,21.28,25.37,1.43,1.4,0.88,0.58
2015-08,140.32,126.88,45.98,49.5,2.33,2.17,3.07,3.1
2015-09,226.0,262.49,122.85,122.55,3.27,3.75,8.0,8.24
2015-10,228.52,250.49,209.88,171.04,4.13,3.84,9.89,8.9
2015-11,53.97,49.4,61.07,43.87,2.6,2.32,0.66,0.68
2015-12,32.22,36.7,40.34,32.89,2.11,2.06,0.43,0.56
2016-01,27.18,31.79,45.5,33.78,2.31,2.3,0.48,0.56
2016-02,28.3,31.04,56.59,35.94,2.89,2.44,0.52,0.55
2016-03,25.24,33.81,45.84,33.78,3.09,2.5,0.37,0.55
2016-04,28.92,32.28,39.81,31.86,3.21,2.56,0.38,0.52
2016-05,29.1,30.55,28.97,29.71,3.23,2.63,0.51,0.55
2016-06,29.09,31.68,25.58,28.26,2.52,2.26,0.57,0.59
2016-07,32.77,38.68,23.44,28.83,2.23,2.03,0.57,0.62
2016-08,43.94,45.82,18.25,26.97,1.49,1.66,0.67,0.61
2016-09,61.0,49.6,22.17,28.95,2.34,2.06,0.66,0.75
