month,ISPU_PM25_OBS,ISPU_PM25_MOD,ISPU_CO_OBS,ISPU_CO_MOD,ISPU_NO2_OBS,ISPU_NO2_MOD,ISPU_SO2_OBS,ISPU_SO2_MOD
2014-01,27.87,29.76,20.37,26.38,0.6,1.1,0.32,0.52
2014-02,29.6,28.47,42.0,33.97,1.69,1.47,0.43,0.53
2014-03,28.11,26.97,43.7,36.76,2.11,1.81,0.58,0.61
2014-04,23.58,26.75,34.63,33.13,2.98,2.44,0.5,0.63
2014-05,24.8,26.61,31.51,30.95,2.98,2.54,0.67,0.65
2014-06,30.7,27.32,30.59,28.4,2.81,2.42,0.75,0.76
2014-07,40.07,33.72,32.28,28.77,2.0,1.71,0.78,0.66
2014-08,49.08,41.06,28.43,26.13,2.1,1.71,0.84,0.8
2014-09,68.16,64.22,57.34,44.14,1.9,1.56,1.26,1.3
2014-10,76.1,82.46,89.87,88.3,2.08,1.93,2.29,2.32
2014-11,39.71,35.89,102.91,114.66,3.08,2.97,1.24,1.22
2014-12,17.76,26.64,36.26,32.44,3.04,2.44,0.51,0.6
2015-01,21.43,25.91,41.55,33.74,2.67,2.06,0.59,0.61
2015-02,19.67,26.91,48.46,35.06,3.19,2.15,0.73,0.63
2015-03,25.02,26.85,40.01,32.87,2.78,2.17,0.68,0.63
2015-04,23.57,27.64,32.94,30.87,2.75,2.33,0.44,0.62
2015-05,24.04,26.73,34.09,31.84,3.39,2.54,0.53,0.64
2015-06,26.31,27.75,28.96,27.26,3.15,2.42,0.91,0.77
2015-07,43.49,37.59,22.98,25.04,1.62,1.4,0.7,0.66
2015-08,63.81,62.9,40.98,39.98,1.57,1.57,1.12,1.24
2015-09,124.39,119.74,176.25,182.35,2.13,2.07,3.04,3.06
2015-10,121.89,121.79,167.1,172.32,2.14,1.94,2.95,2.87
2015-11,33.3,29.51,52.96,35.87,3.18,2.37,0.75,0.67
2015-12,22.53,24.47,40.92,34.24,2.34,2.1,0.7,0.64
2016-01,22.16,26.6,38.36,32.87,1.94,1.81,0.74,0.68
2016-02,29.69,30.69,44.26,35.98,2.22,1.98,0.86,0.8
2016-03,24.52,25.25,45.96,34.78,2.92,2.31,0.48,0.58
2016-04,24.42,25.22,34.84,32.53,2.63,2.45,0.49,0.61
2016-05,23.26,25.6,30.67,30.84,3.46,2.88,0.67,0.69
2016-06,24.37,28.33,28.96,27.67,3.04,2.46,0.69,0.73
