month,ISPU_PM25_OBS,ISPU_PM25_MOD,ISPU_CO_OBS,ISPU_CO_MOD,ISPU_NO2_OBS,ISPU_NO2_MOD,ISPU_SO2_OBS,ISPU_SO2_MOD
2014-01,36.63,20.24,12.94,13.3,0.37,0.42,0.47,0.5
2014-02,17.82,18.51,13.91,13.42,0.55,0.52,0.43,0.47
2014-03,21.89,21.64,12.98,12.53,0.56,0.51,0.46,0.44
2014-04,20.85,21.83,11.65,11.84,0.6,0.58,0.63,0.61
2014-05,15.64,17.61,11.73,11.52,0.84,0.79,0.23,0.25
2014-06,24.46,21.66,10.04,9.99,0.73,0.72,0.24,0.25
2014-07,29.88,29.85,9.09,9.19,0.5,0.48,0.24,0.25
2014-08,20.85,22.83,10.19,9.84,0.69,0.65,0.4,0.37
2014-09,38.77,38.11,8.84,8.8,0.57,0.54,0.2,0.24
2014-10,40.12,40.29,16.88,16.2,0.67,0.64,0.31,0.29
2014-11,17.79,20.66,13.41,11.92,0.82,0.7,0.35,0.32
2014-12,11.24,15.69,13.94,12.55,0.79,0.7,0.49,0.4
2015-01,17.85,18.69,14.36,12.83,0.59,0.51,0.6,0.52
2015-02,27.78,25.79,13.57,12.94,0.56,0.52,0.4,0.41
2015-03,25.87,25.98,12.66,11.94,0.65,0.59,0.4,0.36
2015-04,14.67,15.9,11.91,11.11,0.8,0.75,0.43,0.36
2015-05,14.47,17.06,11.88,11.13,0.78,0.73,0.39,0.35
2015-06,22.07,21.5,8.57,8.68,0.67,0.63,0.22,0.24
2015-07,20.66,23.57,8.97,8.82,0.58,0.51,0.37,0.31
2015-08,28.28,29.22,8.34,8.53,0.5,0.49,0.29,0.29
2015-09,46.98,45.97,13.49,12.55,0.53,0.5,0.25,0.24
2015-10,58.81,55.29,21.82,19.44,0.67,0.61,0.34,0.28
2015-11,13.24,15.11,16.92,15.21,0.77,0.7,0.4,0.34
2015-12,15.09,16.72,14.14,12.85,0.52,0.48,0.48,0.44
2016-01,16.71,18.67,13.89,12.73,0.48,0.45,0.45,0.45
2016-02,17.34,18.22,14.05,12.53,0.55,0.47,0.5,0.46
2016-03,14.32,16.43,12.53,12.05,0.69,0.63,0.38,0.36
2016-04,11.48,15.13,13.07,12.03,0.83,0.75,0.38,0.33
2016-05,13.37,17.29,13.27,12.19,1.05,0.96,0.37,0.3
2016-06,14.08,17.52,10.82,10.55,0.83,0.79,0.34,0.29
2016-07,19.08,19.52,9.44,8.81,0.72,0.66,0.38,0.32
2016-08,21.95,22.86,8.31,8.37,0.62,0.59,0.29,0.3
2016-09,19.78,22.72,8.74,8.82,0.74,0.68,0.25,0.27
2016-10,24.31,22.42,10.1,9.97,0.94,0.85,0.28,0.27
2016-11,18.45,19.11,11.08,10.45,0.7,0.68,0.36,0.33
2016-12,14.32,16.53,13.11,12.2,0.71,0.64,0.32,0.32
2017-01,16.49,19.01,13.0,11.88,0.55,0.49,0.59,0.54
2017-02,21.03,20.68,12.76,12.15,0.6,0.56,0.64,0.54
2017-03,15.78,17.39,12.65,12.25,0.67,0.62,0.45,0.42
2017-04,13.69,16.79,13.02,12.18,0.67,0.62,0.36,0.37
2017-05,13.79,18.34,12.66,11.47,0.92,0.77,0.26,0.25
2017-06,18.66,21.27,10.57,9.96,0.8,0.73,0.2,0.23
2017-07,19.7,22.38,9.89,9.17,0.68,0.62,0.29,0.29
2017-08,15.65,21.05,10.41,9.63,0.67,0.62,0.27,0.29
2017-09,15.51,22.86,10.0,9.1,0.7,0.62,0.25,0.27
2017-10,20.68,24.39,10.6,10.22,0.66,0.62,0.26,0.29
2017-11,12.34,16.86,13.86,12.52,0.81,0.71,0.24,0.25
2017-12,17.84,20.12,12.84,12.34,0.59,0.58,0.29,0.3
2018-01,14.02,17.54,12.95,12.22,0.63,0.57,0.44,0.41
2018-02,16.07,19.21,13.93,13.0,0.57,0.51,0.48,0.46
2018-03,25.88,22.74,12.51,12.09,0.6,0.55,0.43,0.4
2018-04,17.8,19.54,12.14,11.93,0.7,0.65,0.31,0.34
2018-05,12.01,17.21,10.67,10.54,0.86,0.79,0.23,0.26
2018-06,19.36,20.83,9.87,9.68,0.82,0.75,0.23,0.27
2018-07,22.05,23.35,8.92,8.98,0.63,0.62,0.24,0.26
2018-08,24.33,28.49,9.29,8.86,0.6,0.55,0.22,0.25
2018-09,37.38,38.72,9.13,9.48,0.57,0.57,0.19,0.26
2018-10,26.99,26.89,11.65,10.82,0.77,0.7,0.34,0.3
2018-11,16.46,18.12,12.06,11.53,0.74,0.7,0.31,0.3
2018-12,19.77,20.47,10.98,10.95,0.63,0.6,0.51,0.45
2019-01,19.95,19.64,12.57,12.01,0.53,0.5,0.47,0.47
2019-02,22.84,23.11,11.04,11.38,0.49,0.48,0.35,0.39
2019-03,17.92,19.5,12.02,11.87,0.6,0.58,0.29,0.31
2019-04,15.68,17.28,12.4,11.86,0.7,0.65,0.33,0.33
2019-05,18.14,17.97,12.78,12.28,0.68,0.63,0.4,0.39
2019-06,17.94,19.98,10.59,10.57,0.66,0.63,0.2,0.23
2019-07,21.82,24.6,9.26,9.62,0.53,0.52,0.27,0.3
2019-08,27.98,28.92,9.43,9.36,0.47,0.46,0.23,0.26
2019-09,35.0,32.71,13.06,13.22,0.54,0.55,0.28,0.29
2019-10,18.45,20.18,9.52,9.78,0.66,0.65,0.27,0.3
2019-11,24.69,25.67,12.13,11.95,0.53,0.53,0.27,0.29
2019-12,15.55,17.24,12.44,12.0,0.59,0.55,0.33,0.35
2020-01,14.41,18.7,10.82,11.37,0.49,0.5,0.39,0.4
2020-02,22.98,20.1,11.45,11.76,0.52,0.5,0.4,0.4
2020-03,17.14,16.37,12.43,12.13,0.67,0.65,0.33,0.34
2020-04,12.32,15.88,13.11,12.34,0.73,0.69,0.29,0.3
2020-05,14.08,17.9,11.92,11.62,0.81,0.74,0.24,0.25
2020-06,14.62,17.99,11.48,11.22,0.89,0.86,0.26,0.27
2020-07,14.43,17.76,10.5,9.74,0.84,0.75,0.3,0.28
2020-08,17.8,20.22,9.51,9.22,0.72,0.68,0.3,0.3
2020-09,12.55,18.11,9.69,9.24,0.76,0.71,0.32,0.31
2020-10,18.11,20.61,9.51,9.67,0.64,0.64,0.24,0.26
2020-11,18.11,19.24,11.62,11.22,0.66,0.63,0.26,0.29
2020-12,14.86,17.89,12.04,11.66,0.6,0.58,0.28,0.3
2021-01,17.72,20.19,11.05,11.17,0.51,0.5,0.38,0.41
