month,ISPU_PM25_OBS,ISPU_PM25_MOD,ISPU_CO_OBS,ISPU_CO_MOD,ISPU_NO2_OBS,ISPU_NO2_MOD,ISPU_SO2_OBS,ISPU_SO2_MOD
2014-01,56.29,54.94,8.93,10.08,0.45,0.54,0.31,0.48
2014-02,55.31,53.2,23.68,22.87,0.86,0.89,0.7,0.77
2014-03,45.69,42.26,24.39,22.91,1.01,1.05,0.89,0.94
2014-04,38.6,35.78,14.62,14.53,1.24,1.17,1.26,1.34
2014-05,33.98,35.21,10.04,10.22,1.05,1.02,0.42,0.51
2014-06,53.4,51.35,9.43,9.82,0.98,0.99,0.52,0.57
2014-07,49.2,46.94,9.62,9.82,0.83,0.83,0.75,0.74
2014-08,51.62,,8.11,8.79,0.74,0.75,0.46,0.51
2014-09,54.32,51.74,9.84,9.85,0.75,0.76,0.57,0.54
2014-10,60.22,58.22,17.87,17.42,0.94,0.94,0.9,0.8
2014-11,48.28,48.04,26.09,25.29,1.21,1.22,1.12,1.17
2014-12,38.84,39.51,16.52,15.85,1.26,1.21,1.26,1.45
2015-01,39.81,38.49,12.27,11.46,0.82,0.8,0.89,0.86
2015-02,31.34,29.64,15.55,14.42,0.99,0.94,0.99,1.04
2015-03,31.91,31.49,14.8,14.3,0.97,0.93,0.62,0.67
2015-04,23.17,24.13,13.71,12.9,1.19,1.1,0.5,0.58
2015-05,35.21,33.44,9.66,10.07,1.0,0.96,0.43,0.5
2015-06,39.21,40.24,7.98,8.9,0.88,0.88,0.47,0.5
2015-07,41.15,38.83,7.9,8.18,0.72,0.71,0.53,0.5
2015-08,42.73,41.93,8.28,8.34,0.7,0.69,0.51,0.49
2015-09,48.96,47.49,14.45,12.78,0.83,0.81,0.69,0.63
2015-10,58.9,57.89,26.88,27.72,0.84,0.87,0.61,0.67
2015-11,48.52,46.38,24.78,24.5,1.12,1.15,0.91,1.01
2015-12,33.98,32.66,19.8,19.26,0.99,0.99,0.86,0.9
2016-01,29.31,26.73,20.21,19.88,0.91,0.96,0.71,0.78
2016-02,22.81,23.69,20.55,19.63,1.01,1.0,0.91,0.96
2016-03,24.96,25.76,19.25,17.64,1.24,1.15,0.88,0.97
2016-04,27.74,25.49,13.6,13.15,1.18,1.14,0.4,0.53
2016-05,33.12,34.59,10.74,10.37,1.12,1.05,0.5,0.55
2016-06,25.93,30.35,10.02,9.85,1.02,0.99,0.52,0.5
2016-07,31.22,33.07,8.85,9.3,0.89,0.89,0.41,0.47
2016-08,37.6,35.76,8.93,9.16,0.88,0.86,0.65,0.6
2016-09,29.04,31.82,10.39,10.16,1.14,1.05,0.48,0.5
2016-10,29.58,30.93,13.57,11.74,1.25,1.13,0.58,0.58
2016-11,36.73,35.5,17.1,16.2,1.3,1.29,0.92,1.12
2016-12,47.13,43.61,11.15,10.55,0.87,0.83,1.31,1.33
2017-01,26.38,29.66,12.28,11.96,0.78,0.78,0.62,0.7
2017-02,34.71,35.72,12.85,12.32,0.9,0.86,0.61,0.78
2017-03,25.48,27.82,15.18,13.98,1.05,1.01,1.0,1.0
2017-04,28.28,26.02,15.21,14.94,1.07,1.04,0.57,0.67
2017-05,31.95,33.56,9.91,9.91,1.01,0.97,0.47,0.5
2017-06,32.37,35.85,9.73,9.4,0.96,0.94,0.36,0.45
2017-07,36.04,36.99,8.22,8.46,0.79,0.8,0.49,0.49
2017-08,41.03,41.8,8.24,8.44,0.72,0.73,0.45,0.48
2017-09,53.15,53.08,10.72,10.44,1.05,1.01,0.56,0.59
2017-10,54.3,55.54,16.42,15.2,1.52,1.5,1.35,1.51
2017-11,40.25,42.56,20.22,18.37,1.26,1.23,0.97,1.17
2017-12,34.78,34.04,13.48,13.48,1.04,1.03,1.41,1.61
2018-01,39.77,37.18,12.91,12.36,0.74,0.76,0.57,0.67
2018-02,32.04,32.09,13.94,12.84,0.93,0.88,0.55,0.67
2018-03,28.14,29.18,16.2,14.46,1.19,1.09,1.63,1.54
2018-04,29.28,28.08,12.58,12.53,1.02,1.0,0.53,0.69
2018-05,46.44,43.09,10.26,9.66,1.0,0.95,0.48,0.52
2018-06,43.49,42.12,8.91,9.16,0.84,0.86,0.43,0.53
2018-07,39.5,39.48,8.35,8.6,0.81,0.8,0.5,0.52
2018-08,41.12,41.36,8.93,9.0,0.86,0.81,0.76,0.69
2018-09,53.19,53.59,11.45,11.75,1.1,1.09,0.76,0.7
2018-10,59.26,58.7,17.33,15.67,1.32,1.32,0.98,1.03
2018-11,43.2,43.44,19.33,17.85,1.35,1.34,1.11,1.19
2018-12,39.85,36.24,16.21,14.46,1.16,1.08,1.18,1.24
2019-01,32.53,30.51,12.97,12.63,0.86,0.85,0.68,0.73
2019-02,20.62,23.36,14.96,14.49,0.94,0.92,0.46,0.61
2019-03,32.82,32.25,16.3,15.35,1.12,1.08,1.22,1.41
2019-04,28.1,28.47,13.17,13.24,1.15,1.11,0.57,0.71
2019-05,31.73,30.84,8.81,9.57,0.82,0.86,0.56,0.64
2019-06,44.32,41.57,7.98,8.34,0.72,0.76,0.38,0.43
2019-07,39.2,39.59,7.44,7.71,0.61,0.63,0.39,0.43
2019-08,,47.65,8.34,8.58,0.65,0.66,0.5,0.49
2019-09,51.72,,12.34,12.42,0.74,0.79,0.55,0.57
2019-10,64.58,65.12,15.79,16.97,1.23,1.27,0.87,0.9
2019-11,52.93,52.07,18.77,18.91,1.27,1.3,1.13,1.13
2019-12,36.76,37.74,18.78,18.07,1.15,1.17,0.89,0.94
2020-01,25.08,28.03,13.92,13.54,0.96,0.98,1.26,1.32
2020-02,23.74,25.61,16.18,14.76,1.0,0.93,0.66,0.67
2020-03,19.98,23.41,14.47,14.5,1.04,1.04,0.59,0.66
2020-04,18.48,21.88,13.45,13.23,1.05,1.07,0.54,0.68
2020-05,25.12,25.84,11.81,11.69,1.02,0.99,0.75,0.75
2020-06,34.61,34.92,8.04,8.74,0.8,0.83,0.42,0.42
2020-07,38.54,37.15,7.38,8.05,0.76,0.75,0.41,0.45
2020-08,32.16,35.57,7.91,8.48,0.75,0.76,0.51,0.53
2020-09,40.45,40.78,9.34,9.72,1.0,0.94,0.73,0.67
2020-10,42.12,44.42,13.03,12.31,1.07,1.06,0.67,0.69
2020-11,34.31,33.77,16.51,15.93,1.06,1.11,0.83,1.03
2020-12,33.93,33.7,12.46,12.03,0.89,0.83,1.22,1.19
2021-01,32.31,34.59,13.38,12.34,0.87,0.86,1.09,1.05
2021-02,33.63,36.42,12.06,11.97,0.64,0.67,0.53,0.61
2021-03,25.75,28.66,14.08,13.82,0.94,0.94,0.64,0.75
2021-04,24.72,30.36,10.88,11.05,0.84,0.84,0.8,0.75
2021-05,32.93,34.74,9.55,9.39,0.86,0.86,0.43,0.46
2021-06,28.83,32.36,9.62,9.5,0.84,0.86,0.41,0.48
2021-07,33.93,36.76,7.43,7.63,0.62,0.64,0.42,0.44
2021-08,44.92,43.04,8.17,8.42,0.77,0.74,0.51,0.51
2021-09,41.89,41.89,9.95,9.52,0.87,0.86,0.49,0.54
2021-10,40.11,42.48,13.74,12.9,1.07,1.02,0.95,0.93
2021-11,28.5,32.02,15.14,15.01,1.3,1.24,1.23,1.22
2021-12,30.85,34.29,13.96,13.16,1.02,0.99,1.07,1.09
2022-01,37.85,37.29,11.9,11.32,0.74,0.73,0.87,0.88
2022-02,32.65,33.12,12.64,12.5,0.82,0.83,0.59,0.65
2022-03,32.3,32.62,12.86,13.02,0.99,0.97,0.81,0.82
2022-04,27.98,29.26,12.73,12.76,1.03,0.99,0.78,0.82
2022-05,29.1,29.62,11.57,11.1,1.1,1.06,0.56,0.58
2022-06,33.57,34.59,10.33,10.09,1.06,0.99,0.53,0.55
2022-07,32.92,35.04,8.41,8.83,0.85,0.85,0.49,0.53
2022-08,36.08,37.02,8.09,8.78,0.86,0.83,0.49,0.49
2022-09,38.2,40.81,10.51,9.84,1.03,0.99,0.61,0.63
2022-10,37.12,38.58,18.71,17.98,1.44,1.4,1.76,1.89
2022-11,30.51,31.98,15.46,15.04,1.01,0.98,0.81,0.87
2022-12,34.89,35.71,12.1,12.14,0.87,0.89,1.25,1.33
2023-01,40.98,40.04,11.62,10.67,0.84,0.78,1.81,1.64
2023-02,33.99,36.02,10.81,10.51,0.65,0.64,0.53,0.53
2023-03,26.85,28.46,12.95,12.9,1.02,0.97,1.1,1.13
2023-04,27.82,29.44,12.14,12.22,1.09,1.01,1.31,1.24
2023-05,34.89,32.8,9.43,9.68,0.84,0.85,0.52,0.47
2023-06,33.49,35.18,8.98,8.65,0.76,0.75,0.61,0.57
2023-07,32.3,34.63,8.49,8.79,0.74,0.74,0.64,0.61
2023-08,36.03,38.39,7.27,7.52,0.6,0.61,0.47,0.46
2023-09,48.92,47.1,9.82,9.33,0.78,0.75,0.7,0.64
2023-10,57.7,58.15,16.68,16.43,1.02,1.04,0.81,0.84
2023-11,,,20.08,18.78,1.22,1.21,1.05,1.21
2023-12,38.64,39.84,17.56,16.59,1.14,1.11,1.86,2.12
2024-01,36.02,37.23,15.14,14.74,0.96,0.94,1.27,1.31
2024-02,27.35,27.2,14.02,13.87,0.97,0.96,0.72,0.75
2024-03,32.67,31.96,12.2,12.78,0.91,0.89,0.72,0.76
2024-04,19.98,21.79,12.84,12.38,1.17,1.13,0.55,0.6
2024-05,37.28,38.91,8.88,9.34,0.94,0.95,0.47,0.48
2024-06,42.18,41.78,9.4,9.07,0.89,0.89,0.5,0.51
2024-07,39.36,38.27,8.04,8.23,0.71,0.73,0.45,0.48
2024-08,37.48,39.54,8.32,8.29,0.69,0.69,0.5,0.49
2024-09,39.45,39.87,11.27,10.9,0.88,0.86,1.08,0.98
2024-10,57.92,57.73,15.86,14.83,1.23,1.23,1.2,1.19
2024-11,42.69,39.89,17.98,17.67,1.04,1.05,0.79,1.01
2024-12,32.26,33.72,13.21,11.97,0.91,0.84,1.02,0.94
